Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
strike,20,20,7.75,2.34,2324
ticket,19,19,5.32,1.49,2324
animal,19,19,2.89,1.41,2320
bird,21,21,3.52,1.66,2318
sight,18,18,5.44,2.01,2311
drug,19,19,8.11,2.62,2306
career,19,19,9.95,3.54,2305
nature,19,19,6.16,2.14,2303
prince,1927,1925,5.26,2.31,2299
cake,19,19,3.26,2.28,2298
responsible,20,20,10.15,4,2298
famous,19,19,6.84,1.89,2296
nurse,19,19,5.84,1.98,2294
correct,19,19,5.37,1.61,2292
breath,21,21,5.81,2.02,2291
sky,18,18,4.17,1.89,2285
account,19,19,8.26,2.84,2280
common,18,18,6.94,2.62,2275
due,19,19,7.53,3.03,2275
tie,19,19,4.74,1.82,2266
afford,19,19,7.47,2.17,2266
bright,19,19,6.58,2.87,2265
allow,19,19,5.32,1.83,2263
belong,19,19,6.47,1.9,2263
concerned,19,19,8.79,2.94,2261
escape,20,20,6.6,1.47,2258
suspect,19,19,8.58,1.92,2254
file,19,19,8.21,2.78,2246
skin,21,21,4.48,1.69,2246
madam,19,19,8.42,3.17,2244
fill,18,18,5.06,1.47,2241
operation,19,19,7.84,2.09,2241
desk,18,18,5.56,2.2,2239
pack,20,20,6.55,2.7,2235
deserve,18,18,7.94,3.04,2230
danger,18,18,4.61,2.25,2227
meat,19,19,4.42,1.57,2226
command,18,18,8.67,2.22,2225
student,18,18,5.94,1.66,2195
dry,19,19,4.11,1.33,2184
jury,19,19,11.05,4.61,2181
form,19,19,7.58,2.97,2180
main,20,20,6.55,1.64,2179
program,20,20,8.2,2.5,2174
papa,22,22,3.05,1.5,2172
milk,19,19,3.37,1.42,2169
horrible,21,21,5.81,2.66,2164
feed,18,18,4.17,1.58,2162
natural,18,18,8.5,2.28,2160
battle,19,19,6.95,2.91,2155
ugly,18,18,4.17,1.2,2150
coat,19,19,3.58,1.22,2146
settle,19,19,8.26,3.21,2143
opinion,19,19,8.42,3.1,2142
terrific,20,20,6.05,2.46,2138
gentleman,19,19,6.89,2.51,2135
loose,21,21,7.71,3.64,2131
local,19,19,8.79,1.9,2128
lonely,20,20,5.8,2.35,2125
shame,20,20,6.55,2.37,2120
large,19,19,5.74,2.23,2114
devil,18,18,5,1.97,2108
video,19,18,8.06,5.33,2105
speed,18,18,5.11,1.53,2104
military,20,20,8.2,2.86,2103
shower,18,18,4.72,2.08,2097
oil,21,21,7.33,2.63,2095
opportunity,18,18,9.72,2.72,2091
chest,20,20,5.05,2.09,2090
bite,19,19,3.58,1.3,2080
wash,20,20,4,1.59,2077
stone,18,18,4.44,1.2,2072
block,19,19,4.79,3.08,2067
draw,18,18,4.11,1.13,2061
attorney,19,19,10.95,4.7,2060
pretend,18,18,4.56,1.38,2056
health,18,18,7.56,4.03,2054
heat,18,18,5.33,2.03,2044
manager,20,20,9.4,3.49,2038
guest,19,19,6.21,3.17,2037
fantastic,19,19,7.21,2.7,2029
shake,19,19,5.26,1.69,2021
lab,21,21,8.71,2.9,2020
princess,19,19,3.95,1.51,2019
island,22,22,7.41,2.81,2018
color,18,18,4,2.87,2011
bell,18,18,3.89,1.68,2006
naked,19,19,4.68,2.24,2002
suggest,18,18,8.67,2.89,2001
wet,19,19,2.47,1.35,2000
pig,19,19,3.84,2.03,1996
merry,18,18,5.89,3.1,1994
cheese,18,18,4.33,1.75,1991
soldier,18,18,6.94,2.48,1985
monster,19,19,4.58,1.77,1982
planet,18,18,6.67,2.38,1975
insane,1915,1915,7.96,2.64,1973
butt,22,22,3.73,1.86,1967
view,19,19,5.63,2.01,1965
bloody,18,18,5.83,2.46,1962
opening,18,18,6.28,2.16,1960
insurance,20,20,11.4,2.26,1955
split,20,20,6.25,2.36,1954
jealous,1928,1928,7.42,2.58,1952
bullet,20,20,6.7,2.13,1950
character,19,19,6.47,2.74,1946
national,18,18,6.89,2.81,1946
speech,18,18,6.22,1.63,1940
airport,19,19,6.84,3.08,1940
hook,19,19,6.26,1.85,1938
condition,19,19,8.42,2.12,1936
target,19,19,7.58,3.1,1936
serve,18,18,7.17,2.12,1935
incredible,20,20,8.8,4.92,1928
player,18,18,6.89,3.27,1926
signal,18,18,6.67,1.28,1926
sugar,19,19,3.95,1.51,1926
total,18,18,6.83,2.28,1920
hill,19,19,3.47,1.47,1915
football,19,19,4.84,1.64,1914
screw,37,37,6.65,2.53,1912
page,19,19,5.16,1.8,1912
justice,19,19,9.47,2.76,1910
rough,19,19,6.21,2.3,1907
project,19,19,9,3.97,1907
crowd,22,22,7.14,2.75,1906
meaning,20,20,6.1,1.83,1904
science,19,19,7.32,1.92,1900
pair,18,18,5.94,2.46,1900
usual,18,18,8.89,3.01,1899
commander,21,21,8.19,3.11,1887
subject,20,20,7.3,2.18,1885
remind,20,20,8.15,3.05,1883
strength,19,19,6.21,2.53,1883
mail,20,20,4.65,2.01,1879
paint,20,20,4.45,1.32,1877
freak,1929,1926,8.02,2.81,1874
bedroom,21,21,3.9,1.55,1872
neighborhood,19,19,6.47,2.65,1871
finger,21,21,3.43,2.2,1870
spell,18,18,5.06,1.59,1869
ghost,18,18,5.06,2.01,1866
majesty,19,19,7.63,1.98,1863
fake,18,18,5.83,2.26,1853
release,19,19,8.53,2.48,1851
weight,19,19,6.53,2.34,1850
market,19,19,7.16,2.43,1848
cheap,18,18,7.11,2.08,1848
pray,19,19,5.79,2.35,1847
unit,19,19,7.79,2.25,1845
throat,1929,1929,5.09,2.19,1837
lake,18,18,4.61,1.72,1836
director,18,18,8.5,2.55,1834
cab,18,18,6.94,2.86,1826
brilliant,20,20,7.95,1.76,1826
candy,18,18,4,1.94,1825
junior,19,19,7.11,3.26,1825
legal,18,18,9.17,3.55,1821
pocket,19,19,4.74,1.97,1821
aware,20,20,6.75,2.69,1818
roof,18,18,5,2.52,1818
babe,18,18,6.61,3.11,1814
radar,19,19,9.53,2.84,1811
responsibility,19,19,6.89,2.08,1806
mountain,20,20,6.15,2.28,1805
base,19,19,6.42,2.57,1804
firm,18,18,11.17,3.67,1799
trade,19,19,6.42,3.47,1795
romantic,18,18,8.11,2.56,1794
fan,19,19,5.63,2.54,1792
liar,19,19,4.89,1.91,1792
training,20,20,8.5,2.63,1792
powerful,19,19,6.42,2.39,1791
language,19,19,6.79,2.07,1790
purpose,19,19,8.37,2.01,1789
bless,18,18,5.33,1.81,1788
suck,19,19,5.58,2.39,1779
noise,18,18,4.5,2.2,1779
fancy,18,18,7.17,2.85,1777
exciting,19,19,6.26,3.07,1776
genius,19,19,7.21,1.93,1773
introduce,19,19,8.21,2.39,1771
rent,18,18,8.89,3.07,1762
familiar,19,19,7.21,1.44,1760
criminal,18,18,6.78,2.16,1758
proof,18,18,8.06,2.13,1754
vote,19,19,7.79,2.62,1751
com,19,11,15.27,5.35,1750
recognize,19,19,8.89,2.73,1750
suicide,19,19,10.16,2.87,1747
weather,18,18,5.94,2.31,1746
medicine,18,18,4.89,2.14,1744
lift,19,19,4.74,1.91,1741
issue,20,20,8.6,3.08,1741
mood,19,19,6.58,2.87,1736
male,19,19,5.63,2.17,1731
television,19,19,4.11,1.76,1729
regular,18,18,8.56,3.5,1727
stomach,19,19,5.26,1.97,1725
yellow,20,20,3.2,1.32,1724
county,20,20,8.9,2.29,1722
buck,19,19,7.68,3.16,1721
scare,18,18,4.22,1.26,1712
village,19,19,7.84,2.65,1712
prepare,18,18,7.72,2.02,1711
monkey,19,19,4.21,1.4,1709
pizza,18,18,4.67,2.59,1709
assume,19,19,8.21,2.15,1707
toast,21,21,4.67,3.34,1707
jacket,20,20,3.95,2.09,1704
lane,19,19,7,2.85,1704
social,21,21,10.43,4.31,1703
travel,20,20,5.9,1.71,1702
property,19,19,8.16,1.86,1698
remain,18,18,8.17,2.41,1694
secretary,20,20,7.75,2.4,1694
funeral,18,18,7.28,2.19,1693
magazine,19,19,5.89,1.88,1693
sexual,18,18,11.33,3.51,1693
senator,19,19,9.58,2.61,1691
jerk,36,36,8.31,3.04,1690
freedom,19,19,7.05,2.46,1688
research,18,18,8.33,1.88,1688
add,20,20,5.1,1.48,1686
damage,20,20,7.2,2.09,1686
repeat,18,18,5.28,1.45,1684
handsome,20,20,6.5,1.99,1684
society,20,20,8.7,2.41,1679
prefer,19,19,6.95,3.14,1679
energy,21,21,6.52,2.36,1678
crack,18,18,6.33,3.38,1675
chase,19,19,5.53,2.12,1673
vacation,18,18,5.22,1.44,1673
divorce,20,20,8.9,2.63,1669
ally,20,18,9.61,2.28,1666
defense,20,20,8.8,2.57,1665
rat,18,18,5.11,2.25,1663
grandpa,18,18,3.06,1.83,1661
goodness,19,19,6.05,2.72,1655
post,19,19,8.11,3,1654
surgery,19,19,7.68,2.69,1651
telephone,19,19,4.63,1.8,1651
contract,19,19,9.21,2.46,1650
safety,19,19,5.84,1.71,1649
tall,19,19,4.95,3.24,1649
professional,18,18,9.06,2.58,1646
lesson,20,20,7.8,3.12,1644
tiny,18,18,5.33,2.63,1643
assistant,18,18,8.61,1.97,1643
freeze,19,19,4.89,1.76,1640
model,18,18,5.83,2.6,1635
gate,19,19,5.32,2.29,1634
soft,22,22,3.95,1.5,1633
ear,19,19,3.63,1.92,1632
staff,19,19,10,3.4,1632
warning,18,18,6.11,2.27,1630
engine,18,18,6.28,2.37,1626
map,20,20,5.6,2.06,1623
swim,18,18,4.17,1.72,1622
harm,18,18,5,1.41,1621
square,18,18,4.11,1.18,1620
silver,19,19,6.21,2.55,1619
brave,19,19,6,2.03,1617
access,20,20,9.1,2.36,1615
positive,18,18,8.11,2.37,1613
female,18,18,5.89,2.35,1612
weak,19,19,5.58,1.64,1607
season,19,19,6.05,1.81,1605
rush,20,20,6.7,2.05,1602
awesome,18,18,7.33,3.24,1600
snow,19,19,4.11,2.31,1599
spring,1935,1933,5.5,2.15,1597
champagne,19,19,10.26,3.4,1596
spread,18,18,5.72,2.76,1596
mayor,18,18,8.28,2.87,1595
demon,19,19,7.16,2.75,1593
winner,20,20,5.55,1.43,1592
tongue,19,19,4.47,2.87,1589
leader,21,21,6.9,3.21,1589
bath,1934,1934,3.23,1.56,1587
permission,19,19,6.11,2.02,1587
monsieur,18,17,10.12,4.18,1585
storm,18,18,4.94,2.51,1574
spare,20,20,8.35,2.39,1573
tour,18,18,7.17,2.36,1571
appointment,19,19,7.53,3.04,1559
score,18,18,5.83,1.54,1552
shoe,1923,1923,2.6,1.19,1550
ocean,19,19,4.74,2.38,1545
reality,19,19,10.05,2.99,1543
shape,19,19,4.47,1.87,1542
survive,19,19,7.11,2.26,1537
gang,18,18,9.22,3.28,1537
style,19,19,7.58,2.19,1534
farm,20,20,3.85,1.5,1532
sexy,20,20,10.65,2.5,1529
example,18,18,7.39,1.75,1527
alarm,18,18,6.39,2.68,1522
fortune,20,20,9.05,2.39,1518
schedule,19,19,7.47,2.34,1518
enter,18,18,5.67,1.97,1516
punch,20,20,5.75,2.31,1514
invite,19,19,6.79,2.42,1509
obvious,18,18,9.11,3.27,1508
interview,19,19,10.53,3.17,1505
affair,18,18,10.94,3.08,1502
unbelievable,20,20,8.3,2.66,1500
focus,19,19,8.32,3.22,1499
chocolate,18,18,3.33,1.14,1499
sue,18,18,11,3.5,1498
borrow,20,20,6.95,3.12,1495
grade,18,18,5.72,1.36,1493
investigation,19,19,9.89,3.14,1491
statement,18,18,8.89,2.56,1491
mate,21,21,8.67,2.99,1491
load,18,18,7.78,2.39,1490
painting,19,19,5.26,2.23,1489
community,18,18,7.28,1.32,1486
loss,20,20,5,2.38,1485
exist,18,18,8.89,3.16,1477
toilet,1934,1933,3.54,1.65,1474
meal,19,19,4.74,1.56,1472
dump,19,19,6.58,2.5,1470
member,20,20,8.2,2.78,1468
shock,19,19,7.53,2.32,1468
pie,18,18,3.67,1.64,1466
crash,18,18,6.11,2.59,1461
artist,18,18,6.78,2.29,1460
theory,19,19,9.37,1.95,1459
joy,19,19,6.74,2.92,1456
ruin,19,19,7.16,2.17,1455
pleased,19,19,8.26,3.18,1455
traffic,18,18,6.22,2.16,1454
nonsense,19,19,6.95,2.72,1452
pink,20,20,3.8,1.61,1452
wise,19,19,6.79,2.55,1452
midnight,19,19,6.21,2.1,1447
deliver,19,19,6.63,2.54,1446
bread,19,19,3.58,1.61,1445
button,18,18,4.78,2.07,1441
original,18,18,7.67,2.3,1440
source,19,19,9.21,2.88,1437
charming,19,19,6.26,2.26,1434
switch,18,18,4.78,2.24,1434
decent,19,19,7.47,2.89,1433
process,20,20,10.7,4.76,1427
desert,20,20,8.35,3.1,1427
expensive,18,18,6.33,2,1425
particular,19,19,8.05,2.55,1423
grandmother,21,21,3.67,1.28,1417
period,18,18,6.78,3.51,1417
pride,20,20,8.95,3.52,1411
dollar,18,18,5.06,1.26,1410
witch,18,18,4.78,1.4,1410
tip,19,19,5.42,2.34,1409
plant,19,19,3.95,1.65,1408
bust,22,22,9.23,4.13,1406
birth,19,19,5.21,2.25,1405
joint,19,19,9.05,2.95,1405
bull,19,19,4.53,2.29,1403
wire,18,18,4.89,1.78,1403
rise,18,18,6.72,2.85,1399
boring,19,19,5.26,2,1398
ashamed,19,19,7.11,3.7,1396
section,18,18,6.78,1.8,1394
clever,18,18,7.5,1.95,1391
success,20,20,9.25,2.75,1390
garage,19,19,5.26,2,1388
connection,19,19,8,2.65,1386
physical,19,19,8.16,2.54,1386
complicated,18,18,8.39,3.07,1385
regret,18,18,9.61,2.38,1384
closet,19,19,5,1.8,1381
loser,18,18,6.67,2.4,1381
giant,18,18,4.72,1.45,1380
wheel,20,20,4.4,2.09,1380
parking,18,18,5.94,2.34,1379
policy,19,19,10.32,2.89,1378
stranger,19,19,4.53,1.93,1377
tear,19,19,4.89,1.97,1377
wood,19,19,4.58,2.04,1377
fate,20,20,10.3,2.83,1375
juice,20,20,4.4,2.21,1371
governor,19,19,8.47,2.29,1369
awake,18,18,4.67,1.33,1362
coast,21,21,6.43,1.91,1361
pilot,19,19,6.32,2.21,1360
miracle,20,20,6.8,1.91,1359
lover,19,19,9.16,3.4,1358
disgusting,18,18,6.06,1.86,1357
cigarette,18,18,6.39,3.71,1357
mighty,19,19,5.63,1.57,1355
grateful,19,19,7.42,2.48,1355
murderer,19,19,8.26,2.54,1355
garden,18,18,5.33,1.78,1354
wound,1927,1927,7.52,2.73,1353
drag,19,19,8.84,5.4,1349
scream,20,20,4.2,1.58,1347
event,21,21,7.81,2.82,1345
row,19,19,7,3.07,1343
actor,18,18,7.17,2.01,1343
grave,18,18,7.06,2.9,1340
senior,19,19,8.26,2.77,1339
curious,1932,1932,6.64,2.49,1337
flat,19,19,5.68,1.67,1337
winter,21,21,4.38,1.66,1337
shoulder,18,18,4.5,1.42,1336
super,19,19,5.32,2.16,1336
scary,19,19,4.26,1.97,1336
priest,20,20,7.1,1.86,1336
disease,22,22,7.55,3.49,1335
sword,20,20,5.45,1.43,1335
chick,19,19,5.53,2.09,1334
concern,19,19,7.42,2.76,1332
talent,20,20,7,2.03,1332
garbage,19,19,4.89,1.56,1331
attitude,18,18,6.78,3.04,1330
bone,19,19,5.53,1.74,1329
friendly,18,18,4.5,1.72,1328
egg,19,19,3.89,1.85,1328
quarter,19,19,5.79,2.18,1327
rooms,19,19,4.11,1.56,1326
swing,19,19,4.16,2.03,1325
available,19,18,8.5,2.12,1323
slip,18,18,6.17,2.6,1320
bike,19,19,4.79,1.65,1320
hunt,18,18,6.06,2.01,1319
taxi,19,19,7.58,2.93,1318
likely,18,18,6.33,1.5,1314
object,18,18,7.94,3.04,1314
percent,21,21,8.19,2.91,1313
dirt,18,18,3.83,1.15,1310
navy,20,20,7.15,1.57,1310
desperate,18,18,9.22,2.67,1310
pussy,19,19,9.58,4.65,1309
plate,19,19,3.84,1.26,1308
negative,19,19,7.47,1.93,1308
cooking,20,20,5.1,2.17,1307
distance,21,21,6.81,2.54,1306
tank,18,18,7.17,2.36,1306
request,19,19,8.74,2.42,1304
golf,19,19,7.16,2.61,1302
knowledge,19,19,7.68,1.95,1302
hire,19,19,9,2.13,1302
cow,18,18,3.94,1.63,1301
dawn,18,18,7,1.94,1301
stock,18,18,9.22,3.44,1300
equipment,18,18,7.5,1.62,1298
rescue,18,18,7.17,3.33,1296
conference,18,18,9.39,1.88,1296
claim,19,19,9.05,3.29,1295
sale,21,21,6.76,1.89,1295
audience,20,20,7,1.72,1294
silence,20,20,4.6,1.64,1294
warn,19,19,5.74,1.94,1293
mercy,19,19,8.74,3.25,1291
create,21,21,7.1,2,1289
proper,19,19,7.63,2.48,1289
universe,19,19,9.26,2.62,1289
baseball,18,18,4.83,1.72,1288
soup,19,19,5.37,2.65,1285
outfit,19,19,7,2.52,1280
yard,18,18,3.94,1.7,1278
duke,19,19,7.89,2.96,1277
valley,18,18,7.94,2.46,1275
pure,19,19,7.95,3.34,1271
rate,19,19,8.84,3.06,1271
bro,18,18,9.17,4.33,1270
piano,18,18,5.5,2.04,1268
celebrate,19,19,6.21,2.51,1268
uniform,20,20,5.6,1.82,1266
duck,20,20,3.5,1.64,1263
doll,19,19,3.68,1.34,1263
location,21,21,6.86,2.31,1263
central,18,18,8,3.24,1262
amount,19,19,6.63,2.48,1262
healthy,18,18,7.61,3.78,1262
pen,19,19,5.11,1.29,1261
steps,18,18,3.67,1.41,1259
attractive,19,19,8.58,3.17,1256
fail,18,18,6,1.61,1254
beast,19,19,5.74,2.79,1252
path,18,18,6.11,2.95,1252
poison,19,19,5.58,1.43,1252
happiness,18,18,6.17,2.33,1249
anytime,18,18,5.89,2.47,1248
channel,19,19,5.79,2.51,1245
elevator,19,19,5.47,1.68,1245
belt,21,21,4.62,2.09,1242
grandfather,18,18,4.39,1.82,1241
secure,19,19,8.42,2.41,1241
avoid,20,20,8.5,2.95,1239
penny,18,18,4.67,1.61,1239
thief,18,18,7.22,2.21,1238
bay,18,18,8.67,2.52,1236
bride,20,20,5.1,1.55,1235
pathetic,20,20,9.15,2.58,1234
mirror,18,18,4.89,1.97,1233
dozen,19,19,6.89,1.66,1231
direction,19,19,6.68,2.16,1228
gorgeous,19,19,7.68,1.83,1227
odd,19,19,6,2,1226
theater,18,18,6.94,1.73,1226
direct,19,19,9.68,2.89,1226
official,19,19,8.68,3.04,1224
effect,19,19,9.26,2.45,1219
tail,20,20,3.7,1.13,1219
vision,19,19,6.58,1.98,1218
trap,18,18,6.44,2.12,1216
dust,18,18,5.06,1.39,1216
wide,19,19,5.84,2.14,1214
sharp,19,19,6.11,2.73,1213
stairs,18,18,4.22,1.86,1212
deck,20,20,6.45,2.76,1212
lousy,19,19,7.84,1.95,1210
unusual,18,18,8.56,2.45,1210
newspaper,18,18,5.78,2.56,1208
courage,19,19,8.42,2.24,1207
apple,20,20,4.15,1.81,1207
fishing,18,18,4.72,2.4,1204
piss,18,18,7.56,3.26,1203
university,18,18,10.72,2.87,1203
writer,37,37,7.32,2.51,1200
pulse,19,19,10.21,2.27,1200
edge,18,18,6.17,2.31,1199
illegal,19,19,9.21,3.01,1199
pity,18,18,8.72,3.44,1199
protection,18,18,8.33,2.99,1197
couch,19,19,3.74,1.85,1197
screen,19,19,5.84,2.46,1193
appear,18,18,6.67,3.01,1192
precious,21,21,7.57,3.68,1191
studio,18,18,9.56,2.91,1190
rob,18,18,7.28,2.78,1188
golden,18,18,6.94,3.02,1187
frightened,20,20,5.65,3.13,1186
owner,18,18,7.5,4.09,1185
royal,18,18,7.17,3.17,1185
intend,18,18,8.94,2.41,1183
prisoner,18,18,8,2.33,1180
cast,21,21,7.24,3.16,1180
popular,18,18,6.61,1.79,1177
destiny,19,19,10.21,2.04,1175
robbery,21,21,7.43,2.48,1175
federal,18,18,13.5,3.91,1173
silent,19,19,4.42,1.74,1173
violence,18,18,6.39,2.28,1173
mystery,18,18,6.89,1.94,1171
nerve,21,21,9.67,3.32,1171
library,19,19,4.95,2.04,1170
photo,19,19,5.16,1.89,1165
embarrassing,20,20,8.6,2.8,1165
tower,21,21,6.33,2.29,1165
armed,18,18,8.72,3.61,1164
friendship,21,21,5.62,2.16,1164
maid,19,19,6.95,1.68,1164
shift,18,18,9.17,3.81,1164
wallet,18,18,5.89,1.6,1163
package,18,18,6.61,1.94,1162
range,19,19,7.11,2.58,1161
flower,19,19,3.11,1.24,1161
rope,18,18,5.44,2.09,1158
steady,20,20,6.7,2.74,1158
exact,19,19,8.16,3.13,1154
image,18,18,8.5,3.09,1154
turkey,19,19,3.95,1.18,1153
vehicle,19,19,6.58,3.1,1153
jungle,19,19,5.26,1.94,1151
nasty,19,19,6,2.6,1151
pot,19,19,5.95,3.99,1149
sensitive,21,21,8.19,2.16,1149
suffer,18,18,8.89,1.94,1148
trash,19,19,4.47,1.78,1146
ambulance,19,19,6.16,2.19,1143
behavior,19,19,7.05,2.59,1142
nightmare,18,18,5.94,2.65,1142
snake,20,20,5.1,2.47,1140
cancer,18,18,8.39,3.03,1139
orange,19,19,3.26,1.15,1138
foreign,19,19,8.74,2.23,1137
material,19,18,8.06,2.55,1129
expert,19,19,9.63,2.61,1128
advantage,19,19,9.32,3.06,1125
rude,19,19,7.11,2.51,1125
flesh,20,20,8.3,2.62,1125
inspector,19,19,8.84,2.03,1124
disappointed,19,19,6.95,2.68,1124
guarantee,20,20,11.05,1.88,1123
committee,18,18,9.83,2.26,1123
punk,20,20,10,4.46,1121
sandwich,19,19,4.79,1.93,1118
understanding,18,18,7.83,2.09,1117
sweat,19,19,7.26,3.26,1115
political,18,18,9.83,3.19,1115
panic,20,20,8.35,2.98,1114
plain,19,19,7.37,3.04,1113
performance,19,19,7.74,2.77,1113
boom,18,18,5.56,2.43,1112
union,18,18,9.39,3.91,1111
fruit,19,19,3.63,1.71,1108
mum,19,19,7.47,4.13,1108
cable,20,20,9.2,3.47,1108
objection,19,19,9.74,2.56,1108
separate,19,19,6.63,2.59,1107
underwear,18,18,3.94,1.7,1105
ancient,19,19,8.26,2.7,1105
castle,20,20,5.8,2.48,1099
delicious,20,20,6.5,2.26,1098
circle,18,18,3.67,0.91,1097
value,18,18,6.78,2.58,1097
miserable,19,19,10.11,3.65,1096
chuck,18,18,6.72,2.42,1096
glory,20,20,7.4,2.82,1096
squad,20,20,9.55,2.95,1096
manage,18,18,7.67,1.94,1095
victory,19,19,7.53,2.2,1094
bowl,19,19,4.26,2.28,1094
embarrassed,18,18,7.83,2.64,1093
creature,19,19,7.32,2.4,1092
basketball,20,20,5.3,2.2,1091
deny,20,20,7.8,2.04,1091
route,20,20,11.4,3.39,1089
rare,20,20,7.45,2.42,1087
holiday,21,21,5.19,2.11,1086
remove,18,18,5.67,2.3,1084
progress,20,20,9,2.05,1084
wave,19,19,4.26,1.59,1084
chain,18,18,5.22,2.13,1082
authority,18,18,7.5,2.79,1082
hunting,19,19,7.26,4.52,1081
emotional,20,20,9.45,4.57,1081
shadow,18,18,5,1.71,1080
gray,19,19,5.74,2.6,1077
skip,19,19,4.68,1.95,1076
whore,18,18,12.22,3.35,1076
estate,19,19,10.84,2.97,1076
horn,19,19,4.84,1.01,1075
basement,19,19,6.74,3.3,1074
pleasant,21,21,7.67,2.9,1072
mile,20,20,7.65,2.21,1071
refuse,18,18,9.33,3.5,1070
approach,20,20,8.5,2.21,1070
disappear,19,19,5.37,1.71,1069
district,19,19,9.79,2.76,1068
rabbit,18,18,3.94,1.26,1068
bug,19,19,3.79,1.72,1068
champion,18,18,8.61,4.07,1067
competition,20,20,7.85,3.08,1066
proceed,18,18,8.33,3.5,1066
forces,18,18,7.56,2.87,1064
presence,18,18,9.17,2.83,1064
cure,19,19,9.58,3.92,1063
century,19,19,7,1.8,1063
capable,19,19,9.16,2.41,1062
swell,19,19,7.42,3.08,1061
warrant,19,19,11.37,2.63,1060
threat,37,37,7.14,2.43,1059
bury,18,18,6.28,1.9,1054
shine,19,19,5.79,2.12,1053
diamond,19,19,6.47,2.5,1053
bat,20,20,4.85,1.73,1052
alert,20,20,8.9,1.89,1051
chip,19,19,5.89,2.35,1051
transfer,18,18,10.33,2.28,1048
sentence,19,19,5.84,1.83,1047
fabulous,18,18,7.83,2.94,1046
nation,19,19,7.74,2.02,1045
butter,18,18,5.78,3.37,1042
earl,22,17,10.59,3,1042
reporter,19,19,8.11,2.18,1040
booth,19,19,7.16,1.61,1039
casino,19,19,9.58,2.78,1039
successful,18,18,8.56,3.09,1037
possibility,18,17,8.47,1.46,1035
sand,19,19,4.63,2.31,1035
wolf,18,18,4.5,1.79,1034
bow,21,21,4.95,2.22,1034
cage,18,18,5.06,1.3,1034
nigger,21,21,8.29,2.83,1034
desire,19,19,9.95,3.22,1034
wing,19,19,4.79,1.84,1032
exchange,20,20,8.35,3.17,1031
bored,20,20,6.25,1.68,1029
pet,19,19,4.05,1.87,1029
thin,19,19,6.47,2.76,1029
rip,18,18,6.11,3.41,1028
series,19,19,9.05,3.39,1028
drama,18,18,7.39,2.62,1028
homework,19,19,5.89,1.73,1027
zone,19,19,8.79,2.55,1026
explanation,19,19,7.74,2.58,1023
spy,19,19,8,2.81,1023
assure,19,18,12.06,3.78,1021
failure,19,19,8,2.11,1021
collect,18,18,5.61,1.79,1020
swimming,19,19,4.58,1.39,1019
bang,19,19,5.74,2.88,1019
launch,37,37,7.92,1.88,1018
print,18,18,7.67,2.99,1018
journey,18,18,7.67,2.45,1017
delivery,19,19,7.68,1.83,1017
fever,19,19,5.84,1.68,1017
useless,21,21,7.05,3.73,1017
sport,19,19,5.74,1.82,1015
loan,1931,1931,9.57,3.37,1013
challenge,20,20,7.55,2.42,1013
routine,19,19,9.26,2.77,1012
soda,19,19,4.42,1.35,1012
mask,20,20,4.8,2.46,1010
trunk,20,20,8.3,3.11,1010
passion,19,19,10.79,3.9,1008
result,18,18,8.22,2.58,1008
purse,19,19,5.53,2.01,1008
argue,18,18,4.61,1.54,1007
climb,20,20,5.3,2.05,1007
beef,19,19,6.58,2.43,1005
recall,20,20,11.45,3.52,1003
mental,19,19,8.84,3.22,1002
cabin,18,18,6.39,2.06,1002
script,19,19,9.79,3.31,1000
article,18,18,8.61,1.79,998
solid,19,19,7.79,2.2,998
education,20,20,6.7,1.92,996
salt,19,19,5.05,2.2,995
solve,19,19,6.58,1.92,994
confidence,18,18,9.28,3.43,993
receive,18,18,8.11,2.19,992
metal,18,18,5.61,2.15,992
agency,19,19,10.58,3.39,991
anger,19,19,6,2.58,991
detail,19,19,9.79,3.05,989
trace,19,19,6.84,4.21,989
pipe,18,18,8.17,2.23,989
supper,19,19,6.32,3.3,988
spit,18,18,5.06,2.04,987
effort,19,19,8.16,2.65,987
hug,19,19,2.58,0.96,986
treatment,18,18,8.11,3.39,985
commit,18,18,10.06,2.51,984
dragon,19,19,5.58,2.34,984
intelligence,18,18,8.56,2.83,983
reputation,19,19,8.84,2.65,983
custody,18,18,9.5,2.55,982
site,19,19,8.63,3.09,980
ability,19,19,8.84,3.22,980
palace,19,19,6.89,3.18,979
trail,18,18,5.61,1.91,979
boots,21,21,4.86,2.71,977
hop,19,19,4.84,2.17,977
attempt,20,20,7.7,2.32,975
mouse,18,18,4.94,1.76,975
bout,19,18,11.83,2.83,974
ease,19,19,9.11,2.49,974
ordinary,19,19,8.63,1.92,973
laundry,19,19,6.05,1.96,972
treasure,18,18,6.06,2.1,972
revenge,20,20,8,1.86,971
odds,19,19,8.58,3.52,970
nuclear,18,18,10.83,2.53,968
cowboy,20,20,4.55,2.01,968
motion,18,18,6.78,1.52,967
mall,18,18,6.78,2.05,964
virus,18,18,9.5,3.84,964
forest,18,18,6.28,2.52,963
reverend,19,18,12.11,3.14,963
scratch,18,18,5.61,3.05,961
virgin,19,19,10.63,2.41,961
potential,18,18,9.61,2.62,960
defend,19,19,8.16,1.95,959
contest,18,18,7.44,2.87,958
plastic,19,19,5.11,1.73,957
